open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759374000000,319.408,319.408,319.408,319.408,0,1759377599999,0,0,0,0,0
1759377600000,319.408,319.408,319.408,319.408,0,1759381199999,0,0,0,0,0
1759381200000,319.408,319.408,319.408,319.408,0,1759384799999,0,0,0,0,0
1759384800000,319.408,319.408,319.408,319.408,0,1759388399999,0,0,0,0,0
1759388400000,319.408,319.408,319.408,319.408,0,1759391999999,0,0,0,0,0
1759392000000,319.408,319.408,319.408,319.408,0,1759395599999,0,0,0,0,0
1759395600000,319.408,319.408,319.408,319.408,0,1759399199999,0,0,0,0,0
1759399200000,319.408,319.408,319.408,319.408,0,1759402799999,0,0,0,0,0
1759402800000,319.408,319.408,319.408,319.408,0,1759406399999,0,0,0,0,0
1759406400000,319.408,319.408,319.408,319.408,0,1759409999999,0,0,0,0,0
1759410000000,319.408,319.408,319.408,319.408,0,1759413599999,0,0,0,0,0
1759413600000,319.408,319.408,319.408,319.408,0,1759417199999,0,0,0,0,0
1759417200000,319.408,319.408,319.408,319.408,0,1759420799999,0,0,0,0,0
1759420800000,319.408,319.408,319.408,319.408,0,1759424399999,0,0,0,0,0
1759424400000,319.408,319.408,319.408,319.408,0,1759427999999,0,0,0,0,0
1759428000000,319.408,319.408,319.408,319.408,0,1759431599999,0,0,0,0,0
1759431600000,319.408,319.408,319.408,319.408,0,1759435199999,0,0,0,0,0
1759435200000,319.408,319.408,319.408,319.408,0,1759438799999,0,0,0,0,0
1759438800000,319.408,319.408,319.408,319.408,0,1759442399999,0,0,0,0,0
1759442400000,319.408,319.408,319.408,319.408,0,1759445999999,0,0,0,0,0
1759446000000,319.408,319.408,319.408,319.408,0,1759449599999,0,0,0,0,0
1759449600000,319.408,319.408,319.408,319.408,0,1759453199999,0,0,0,0,0
1759453200000,319.408,319.408,319.408,319.408,0,1759456799999,0,0,0,0,0
1759456800000,319.408,319.408,319.408,319.408,0,1759460399999,0,0,0,0,0
1759460400000,319.408,319.408,319.408,319.408,0,1759463999999,0,0,0,0,0
1759464000000,319.408,319.408,319.408,319.408,0,1759467599999,0,0,0,0,0
1759467600000,319.408,319.408,319.408,319.408,0,1759471199999,0,0,0,0,0
1759471200000,319.408,319.408,319.408,319.408,0,1759474799999,0,0,0,0,0
1759474800000,319.408,319.408,319.408,319.408,0,1759478399999,0,0,0,0,0
1759478400000,319.408,319.408,319.408,319.408,0,1759481999999,0,0,0,0,0
1759482000000,319.408,319.408,319.408,319.408,0,1759485599999,0,0,0,0,0
1759485600000,319.408,319.408,319.408,319.408,0,1759489199999,0,0,0,0,0
1759489200000,319.408,319.408,319.408,319.408,0,1759492799999,0,0,0,0,0
1759492800000,319.408,319.408,319.408,319.408,0,1759496399999,0,0,0,0,0
1759496400000,319.408,319.408,319.408,319.408,0,1759499999999,0,0,0,0,0
1759500000000,319.408,319.408,319.408,319.408,0,1759503599999,0,0,0,0,0
1759503600000,319.408,319.408,319.408,319.408,0,1759507199999,0,0,0,0,0
1759507200000,319.408,319.408,319.408,319.408,0,1759510799999,0,0,0,0,0
1759510800000,319.408,319.408,319.408,319.408,0,1759514399999,0,0,0,0,0
1759514400000,319.408,319.408,319.408,319.408,0,1759517999999,0,0,0,0,0
1759518000000,319.408,319.408,319.408,319.408,0,1759521599999,0,0,0,0,0
1759521600000,319.408,319.408,319.408,319.408,0,1759525199999,0,0,0,0,0
1759525200000,319.408,319.408,319.408,319.408,0,1759528799999,0,0,0,0,0
1759528800000,319.408,319.408,319.408,319.408,0,1759532399999,0,0,0,0,0
1759532400000,319.408,319.408,319.408,319.408,0,1759535999999,0,0,0,0,0
1759536000000,319.408,319.408,319.408,319.408,0,1759539599999,0,0,0,0,0
1759539600000,319.408,319.408,319.408,319.408,0,1759543199999,0,0,0,0,0
1759543200000,319.408,319.408,319.408,319.408,0,1759546799999,0,0,0,0,0
1759546800000,319.408,319.408,319.408,319.408,0,1759550399999,0,0,0,0,0
1759550400000,319.408,319.408,319.408,319.408,0,1759553999999,0,0,0,0,0
1759554000000,319.408,319.408,319.408,319.408,0,1759557599999,0,0,0,0,0
1759557600000,319.408,319.408,319.408,319.408,0,1759561199999,0,0,0,0,0
1759561200000,319.408,319.408,319.408,319.408,0,1759564799999,0,0,0,0,0
1759564800000,319.408,319.408,319.408,319.408,0,1759568399999,0,0,0,0,0
1759568400000,319.408,319.408,319.408,319.408,0,1759571999999,0,0,0,0,0
1759572000000,319.408,319.408,319.408,319.408,0,1759575599999,0,0,0,0,0
1759575600000,319.408,319.408,319.408,319.408,0,1759579199999,0,0,0,0,0
1759579200000,319.408,319.408,319.408,319.408,0,1759582799999,0,0,0,0,0
1759582800000,319.408,319.408,319.408,319.408,0,1759586399999,0,0,0,0,0
1759586400000,319.408,319.408,319.408,319.408,0,1759589999999,0,0,0,0,0
1759590000000,319.408,319.408,319.408,319.408,0,1759593599999,0,0,0,0,0
1759593600000,319.408,319.408,319.408,319.408,0,1759597199999,0,0,0,0,0
1759597200000,319.408,319.408,319.408,319.408,0,1759600799999,0,0,0,0,0
1759600800000,319.408,319.408,319.408,319.408,0,1759604399999,0,0,0,0,0
1759604400000,319.408,319.408,319.408,319.408,0,1759607999999,0,0,0,0,0
1759608000000,319.408,319.408,319.408,319.408,0,1759611599999,0,0,0,0,0
1759611600000,319.408,319.408,319.408,319.408,0,1759615199999,0,0,0,0,0
1759615200000,319.408,319.408,319.408,319.408,0,1759618799999,0,0,0,0,0
1759618800000,319.408,319.408,319.408,319.408,0,1759622399999,0,0,0,0,0
1759622400000,319.408,319.408,319.408,319.408,0,1759625999999,0,0,0,0,0
1759626000000,319.408,319.408,319.408,319.408,0,1759629599999,0,0,0,0,0
1759629600000,319.408,319.408,319.408,319.408,0,1759633199999,0,0,0,0,0
1759633200000,319.408,319.408,319.408,319.408,0,1759636799999,0,0,0,0,0
1759636800000,319.408,319.408,319.408,319.408,0,1759640399999,0,0,0,0,0
1759640400000,319.408,319.408,319.408,319.408,0,1759643999999,0,0,0,0,0
1759644000000,319.408,319.408,319.408,319.408,0,1759647599999,0,0,0,0,0
1759647600000,319.408,319.408,319.408,319.408,0,1759651199999,0,0,0,0,0
1759651200000,319.408,319.408,319.408,319.408,0,1759654799999,0,0,0,0,0
1759654800000,319.408,319.408,319.408,319.408,0,1759658399999,0,0,0,0,0
1759658400000,319.408,319.408,319.408,319.408,0,1759661999999,0,0,0,0,0
1759662000000,319.408,319.408,319.408,319.408,0,1759665599999,0,0,0,0,0
1759665600000,319.408,319.408,319.408,319.408,0,1759669199999,0,0,0,0,0
1759669200000,319.408,319.408,319.408,319.408,0,1759672799999,0,0,0,0,0
1759672800000,319.408,319.408,319.408,319.408,0,1759676399999,0,0,0,0,0
1759676400000,319.408,319.408,319.408,319.408,0,1759679999999,0,0,0,0,0
1759680000000,319.408,319.408,319.408,319.408,0,1759683599999,0,0,0,0,0
1759683600000,319.408,319.408,319.408,319.408,0,1759687199999,0,0,0,0,0
1759687200000,319.408,319.408,319.408,319.408,0,1759690799999,0,0,0,0,0
1759690800000,319.408,319.408,319.408,319.408,0,1759694399999,0,0,0,0,0
1759694400000,319.408,319.408,319.408,319.408,0,1759697999999,0,0,0,0,0
1759698000000,319.408,319.408,319.408,319.408,0,1759701599999,0,0,0,0,0
1759701600000,319.408,319.408,319.408,319.408,0,1759705199999,0,0,0,0,0
1759705200000,319.408,319.408,319.408,319.408,0,1759708799999,0,0,0,0,0
1759708800000,319.408,319.408,319.408,319.408,0,1759712399999,0,0,0,0,0
1759712400000,319.408,319.408,319.408,319.408,0,1759715999999,0,0,0,0,0
1759716000000,319.408,319.408,319.408,319.408,0,1759719599999,0,0,0,0,0
1759719600000,319.408,319.408,319.408,319.408,0,1759723199999,0,0,0,0,0
1759723200000,319.408,319.408,319.408,319.408,0,1759726799999,0,0,0,0,0
1759726800000,319.408,319.408,319.408,319.408,0,1759730399999,0,0,0,0,0
1759730400000,319.408,319.408,319.408,319.408,0,1759733999999,0,0,0,0,0
1759734000000,319.408,319.408,319.408,319.408,0,1759737599999,0,0,0,0,0
1759737600000,319.408,319.408,319.408,319.408,0,1759741199999,0,0,0,0,0
1759741200000,319.408,319.408,319.408,319.408,0,1759744799999,0,0,0,0,0
1759744800000,319.408,319.408,319.408,319.408,0,1759748399999,0,0,0,0,0
1759748400000,319.408,319.408,319.408,319.408,0,1759751999999,0,0,0,0,0
1759752000000,319.408,319.408,319.408,319.408,0,1759755599999,0,0,0,0,0
1759755600000,319.408,319.408,319.408,319.408,0,1759759199999,0,0,0,0,0
1759759200000,319.408,319.408,319.408,319.408,0,1759762799999,0,0,0,0,0
1759762800000,319.408,319.408,319.408,319.408,0,1759766399999,0,0,0,0,0
1759766400000,319.408,319.408,319.408,319.408,0,1759769999999,0,0,0,0,0
1759770000000,319.408,319.408,319.408,319.408,0,1759773599999,0,0,0,0,0
1759773600000,319.408,319.408,319.408,319.408,0,1759777199999,0,0,0,0,0
1759777200000,319.408,319.408,319.408,319.408,0,1759780799999,0,0,0,0,0
1759780800000,319.408,319.408,319.408,319.408,0,1759784399999,0,0,0,0,0
1759784400000,319.408,319.408,319.408,319.408,0,1759787999999,0,0,0,0,0
1759788000000,319.408,319.408,319.408,319.408,0,1759791599999,0,0,0,0,0
1759791600000,319.408,319.408,319.408,319.408,0,1759795199999,0,0,0,0,0
1759795200000,319.408,319.408,319.408,319.408,0,1759798799999,0,0,0,0,0
1759798800000,319.408,319.408,319.408,319.408,0,1759802399999,0,0,0,0,0
1759802400000,319.408,319.408,319.408,319.408,0,1759805999999,0,0,0,0,0
1759806000000,319.408,319.408,319.408,319.408,0,1759809599999,0,0,0,0,0
1759809600000,319.408,319.408,319.408,319.408,0,1759813199999,0,0,0,0,0
1759813200000,319.408,319.408,319.408,319.408,0,1759816799999,0,0,0,0,0
1759816800000,319.408,319.408,319.408,319.408,0,1759820399999,0,0,0,0,0
1759820400000,319.408,319.408,319.408,319.408,0,1759823999999,0,0,0,0,0
1759824000000,319.408,319.408,319.408,319.408,0,1759827599999,0,0,0,0,0
1759827600000,319.408,319.408,319.408,319.408,0,1759831199999,0,0,0,0,0
1759831200000,319.408,319.408,319.408,319.408,0,1759834799999,0,0,0,0,0
1759834800000,319.408,319.408,319.408,319.408,0,1759838399999,0,0,0,0,0
1759838400000,319.408,319.408,319.408,319.408,0,1759841999999,0,0,0,0,0
1759842000000,319.408,319.408,319.408,319.408,0,1759845599999,0,0,0,0,0
1759845600000,319.408,319.408,319.408,319.408,0,1759849199999,0,0,0,0,0
1759849200000,319.408,319.408,319.408,319.408,0,1759852799999,0,0,0,0,0
1759852800000,319.408,319.408,319.408,319.408,0,1759856399999,0,0,0,0,0
1759856400000,319.408,319.408,319.408,319.408,0,1759859999999,0,0,0,0,0
1759860000000,319.408,319.408,319.408,319.408,0,1759863599999,0,0,0,0,0
1759863600000,319.408,319.408,319.408,319.408,0,1759867199999,0,0,0,0,0
1759867200000,319.408,319.408,319.408,319.408,0,1759870799999,0,0,0,0,0
1759870800000,319.408,319.408,319.408,319.408,0,1759874399999,0,0,0,0,0
1759874400000,319.408,319.408,319.408,319.408,0,1759877999999,0,0,0,0,0
1759878000000,319.408,319.408,319.408,319.408,0,1759881599999,0,0,0,0,0
1759881600000,319.408,319.408,319.408,319.408,0,1759885199999,0,0,0,0,0
1759885200000,319.408,319.408,319.408,319.408,0,1759888799999,0,0,0,0,0
1759888800000,319.408,319.408,319.408,319.408,0,1759892399999,0,0,0,0,0
1759892400000,319.408,319.408,319.408,319.408,0,1759895999999,0,0,0,0,0
1759896000000,319.408,319.408,319.408,319.408,0,1759899599999,0,0,0,0,0
1759899600000,319.408,319.408,319.408,319.408,0,1759903199999,0,0,0,0,0
1759903200000,319.408,319.408,319.408,319.408,0,1759906799999,0,0,0,0,0
1759906800000,319.408,319.408,319.408,319.408,0,1759910399999,0,0,0,0,0
1759910400000,319.408,319.408,319.408,319.408,0,1759913999999,0,0,0,0,0
1759914000000,319.408,319.408,319.408,319.408,0,1759917599999,0,0,0,0,0
1759917600000,319.408,319.408,319.408,319.408,0,1759921199999,0,0,0,0,0
1759921200000,319.408,319.408,319.408,319.408,0,1759924799999,0,0,0,0,0
1759924800000,319.408,319.408,319.408,319.408,0,1759928399999,0,0,0,0,0
1759928400000,319.408,319.408,319.408,319.408,0,1759931999999,0,0,0,0,0
1759932000000,319.408,319.408,319.408,319.408,0,1759935599999,0,0,0,0,0
1759935600000,319.408,319.408,319.408,319.408,0,1759939199999,0,0,0,0,0
1759939200000,319.408,319.408,319.408,319.408,0,1759942799999,0,0,0,0,0
1759942800000,319.408,319.408,319.408,319.408,0,1759946399999,0,0,0,0,0
1759946400000,319.408,319.408,319.408,319.408,0,1759949999999,0,0,0,0,0
1759950000000,319.408,319.408,319.408,319.408,0,1759953599999,0,0,0,0,0
1759953600000,319.408,319.408,319.408,319.408,0,1759957199999,0,0,0,0,0
1759957200000,319.408,319.408,319.408,319.408,0,1759960799999,0,0,0,0,0
1759960800000,319.408,319.408,319.408,319.408,0,1759964399999,0,0,0,0,0
1759964400000,319.408,319.408,319.408,319.408,0,1759967999999,0,0,0,0,0
1759968000000,319.408,319.408,319.408,319.408,0,1759971599999,0,0,0,0,0
1759971600000,319.408,319.408,319.408,319.408,0,1759975199999,0,0,0,0,0
1759975200000,319.408,319.408,319.408,319.408,0,1759978799999,0,0,0,0,0
1759978800000,319.408,319.408,319.408,319.408,0,1759982399999,0,0,0,0,0
1759982400000,319.408,319.408,319.408,319.408,0,1759985999999,0,0,0,0,0
1759986000000,319.408,319.408,319.408,319.408,0,1759989599999,0,0,0,0,0
1759989600000,319.408,319.408,319.408,319.408,0,1759993199999,0,0,0,0,0
1759993200000,319.408,319.408,319.408,319.408,0,1759996799999,0,0,0,0,0
1759996800000,319.408,319.408,319.408,319.408,0,1760000399999,0,0,0,0,0
1760000400000,319.408,319.408,319.408,319.408,0,1760003999999,0,0,0,0,0
1760004000000,319.408,319.408,319.408,319.408,0,1760007599999,0,0,0,0,0
1760007600000,319.408,319.408,319.408,319.408,0,1760011199999,0,0,0,0,0
1760011200000,319.408,319.408,319.408,319.408,0,1760014799999,0,0,0,0,0
1760014800000,319.408,319.408,319.408,319.408,0,1760018399999,0,0,0,0,0
1760018400000,319.408,319.408,319.408,319.408,0,1760021999999,0,0,0,0,0
1760022000000,319.408,319.408,319.408,319.408,0,1760025599999,0,0,0,0,0
1760025600000,319.408,319.408,319.408,319.408,0,1760029199999,0,0,0,0,0
1760029200000,319.408,319.408,319.408,319.408,0,1760032799999,0,0,0,0,0
1760032800000,319.408,319.408,319.408,319.408,0,1760036399999,0,0,0,0,0
1760036400000,319.408,319.408,319.408,319.408,0,1760039999999,0,0,0,0,0
1760040000000,319.408,319.408,319.408,319.408,0,1760043599999,0,0,0,0,0
1760043600000,319.408,319.408,319.408,319.408,0,1760047199999,0,0,0,0,0
1760047200000,319.408,319.408,319.408,319.408,0,1760050799999,0,0,0,0,0
1760050800000,319.408,319.408,319.408,319.408,0,1760054399999,0,0,0,0,0
1760054400000,319.408,319.408,319.408,319.408,0,1760057999999,0,0,0,0,0
1760058000000,319.408,319.408,319.408,319.408,0,1760061599999,0,0,0,0,0
1760061600000,319.408,319.408,319.408,319.408,0,1760065199999,0,0,0,0,0
1760065200000,319.408,319.408,319.408,319.408,0,1760068799999,0,0,0,0,0
1760068800000,319.408,319.408,319.408,319.408,0,1760072399999,0,0,0,0,0
1760072400000,319.408,319.408,319.408,319.408,0,1760075999999,0,0,0,0,0
1760076000000,319.408,319.408,319.408,319.408,0,1760079599999,0,0,0,0,0
1760079600000,319.408,319.408,319.408,319.408,0,1760083199999,0,0,0,0,0
1760083200000,319.408,319.408,319.408,319.408,0,1760086799999,0,0,0,0,0
1760086800000,319.408,319.408,319.408,319.408,0,1760090399999,0,0,0,0,0
1760090400000,319.408,319.408,319.408,319.408,0,1760093999999,0,0,0,0,0
1760094000000,319.408,319.408,319.408,319.408,0,1760097599999,0,0,0,0,0
1760097600000,319.408,319.408,319.408,319.408,0,1760101199999,0,0,0,0,0
1760101200000,319.408,319.408,319.408,319.408,0,1760104799999,0,0,0,0,0
1760104800000,319.408,319.408,319.408,319.408,0,1760108399999,0,0,0,0,0
1760108400000,319.408,319.408,319.408,319.408,0,1760111999999,0,0,0,0,0
1760112000000,319.408,319.408,319.408,319.408,0,1760115599999,0,0,0,0,0
1760115600000,319.408,319.408,319.408,319.408,0,1760119199999,0,0,0,0,0
1760119200000,319.408,319.408,319.408,319.408,0,1760122799999,0,0,0,0,0
1760122800000,319.408,319.408,319.408,319.408,0,1760126399999,0,0,0,0,0
1760126400000,319.408,319.408,319.408,319.408,0,1760129999999,0,0,0,0,0
1760130000000,319.408,319.408,319.408,319.408,0,1760133599999,0,0,0,0,0
1760133600000,319.408,319.408,319.408,319.408,0,1760137199999,0,0,0,0,0
1760137200000,319.408,319.408,319.408,319.408,0,1760140799999,0,0,0,0,0
1760140800000,319.408,319.408,319.408,319.408,0,1760144399999,0,0,0,0,0
1760144400000,319.408,319.408,319.408,319.408,0,1760147999999,0,0,0,0,0
1760148000000,319.408,319.408,319.408,319.408,0,1760151599999,0,0,0,0,0
1760151600000,319.408,319.408,319.408,319.408,0,1760155199999,0,0,0,0,0
1760155200000,319.408,319.408,319.408,319.408,0,1760158799999,0,0,0,0,0
1760158800000,319.408,319.408,319.408,319.408,0,1760162399999,0,0,0,0,0
1760162400000,319.408,319.408,319.408,319.408,0,1760165999999,0,0,0,0,0
1760166000000,319.408,319.408,319.408,319.408,0,1760169599999,0,0,0,0,0
1760169600000,319.408,319.408,319.408,319.408,0,1760173199999,0,0,0,0,0
1760173200000,319.408,319.408,319.408,319.408,0,1760176799999,0,0,0,0,0
1760176800000,319.408,319.408,319.408,319.408,0,1760180399999,0,0,0,0,0
1760180400000,319.408,319.408,319.408,319.408,0,1760183999999,0,0,0,0,0
1760184000000,319.408,319.408,319.408,319.408,0,1760187599999,0,0,0,0,0
1760187600000,319.408,319.408,319.408,319.408,0,1760191199999,0,0,0,0,0
1760191200000,319.408,319.408,319.408,319.408,0,1760194799999,0,0,0,0,0
1760194800000,319.408,319.408,319.408,319.408,0,1760198399999,0,0,0,0,0
1760198400000,319.408,319.408,319.408,319.408,0,1760201999999,0,0,0,0,0
1760202000000,319.408,319.408,319.408,319.408,0,1760205599999,0,0,0,0,0
1760205600000,319.408,319.408,319.408,319.408,0,1760209199999,0,0,0,0,0
1760209200000,319.408,319.408,319.408,319.408,0,1760212799999,0,0,0,0,0
1760212800000,319.408,319.408,319.408,319.408,0,1760216399999,0,0,0,0,0
1760216400000,319.408,319.408,319.408,319.408,0,1760219999999,0,0,0,0,0
1760220000000,319.408,319.408,319.408,319.408,0,1760223599999,0,0,0,0,0
1760223600000,319.408,319.408,319.408,319.408,0,1760227199999,0,0,0,0,0
1760227200000,319.408,319.408,319.408,319.408,0,1760230799999,0,0,0,0,0
1760230800000,319.408,319.408,319.408,319.408,0,1760234399999,0,0,0,0,0
1760234400000,319.408,319.408,319.408,319.408,0,1760237999999,0,0,0,0,0
1760238000000,319.408,319.408,319.408,319.408,0,1760241599999,0,0,0,0,0
1760241600000,319.408,319.408,319.408,319.408,0,1760245199999,0,0,0,0,0
1760245200000,319.408,319.408,319.408,319.408,0,1760248799999,0,0,0,0,0
1760248800000,319.408,319.408,319.408,319.408,0,1760252399999,0,0,0,0,0
1760252400000,319.408,319.408,319.408,319.408,0,1760255999999,0,0,0,0,0
1760256000000,319.408,319.408,319.408,319.408,0,1760259599999,0,0,0,0,0
1760259600000,319.408,319.408,319.408,319.408,0,1760263199999,0,0,0,0,0
1760263200000,319.408,319.408,319.408,319.408,0,1760266799999,0,0,0,0,0
1760266800000,319.408,319.408,319.408,319.408,0,1760270399999,0,0,0,0,0
1760270400000,319.408,319.408,319.408,319.408,0,1760273999999,0,0,0,0,0
1760274000000,319.408,319.408,319.408,319.408,0,1760277599999,0,0,0,0,0
1760277600000,319.408,319.408,319.408,319.408,0,1760281199999,0,0,0,0,0
1760281200000,319.408,319.408,319.408,319.408,0,1760284799999,0,0,0,0,0
1760284800000,319.408,319.408,319.408,319.408,0,1760288399999,0,0,0,0,0
1760288400000,319.408,319.408,319.408,319.408,0,1760291999999,0,0,0,0,0
1760292000000,319.408,319.408,319.408,319.408,0,1760295599999,0,0,0,0,0
1760295600000,319.408,319.408,319.408,319.408,0,1760299199999,0,0,0,0,0
1760299200000,319.408,319.408,319.408,319.408,0,1760302799999,0,0,0,0,0
1760302800000,319.408,319.408,319.408,319.408,0,1760306399999,0,0,0,0,0
1760306400000,319.408,319.408,319.408,319.408,0,1760309999999,0,0,0,0,0
1760310000000,319.408,319.408,319.408,319.408,0,1760313599999,0,0,0,0,0
1760313600000,319.408,319.408,319.408,319.408,0,1760317199999,0,0,0,0,0
1760317200000,319.408,319.408,319.408,319.408,0,1760320799999,0,0,0,0,0
1760320800000,319.408,319.408,319.408,319.408,0,1760324399999,0,0,0,0,0
1760324400000,319.408,319.408,319.408,319.408,0,1760327999999,0,0,0,0,0
1760328000000,319.408,319.408,319.408,319.408,0,1760331599999,0,0,0,0,0
1760331600000,319.408,319.408,319.408,319.408,0,1760335199999,0,0,0,0,0
1760335200000,319.408,319.408,319.408,319.408,0,1760338799999,0,0,0,0,0
1760338800000,319.408,319.408,319.408,319.408,0,1760342399999,0,0,0,0,0
1760342400000,319.408,319.408,319.408,319.408,0,1760345999999,0,0,0,0,0
1760346000000,319.408,319.408,319.408,319.408,0,1760349599999,0,0,0,0,0
1760349600000,319.408,319.408,319.408,319.408,0,1760353199999,0,0,0,0,0
1760353200000,319.408,319.408,319.408,319.408,0,1760356799999,0,0,0,0,0
1760356800000,319.408,319.408,319.408,319.408,0,1760360399999,0,0,0,0,0
1760360400000,319.408,319.408,319.408,319.408,0,1760363999999,0,0,0,0,0
1760364000000,319.408,319.408,319.408,319.408,0,1760367599999,0,0,0,0,0
1760367600000,319.408,319.408,319.408,319.408,0,1760371199999,0,0,0,0,0
1760371200000,319.408,319.408,319.408,319.408,0,1760374799999,0,0,0,0,0
1760374800000,319.408,319.408,319.408,319.408,0,1760378399999,0,0,0,0,0
1760378400000,319.408,319.408,319.408,319.408,0,1760381999999,0,0,0,0,0
1760382000000,319.408,319.408,319.408,319.408,0,1760385599999,0,0,0,0,0
1760385600000,319.408,319.408,319.408,319.408,0,1760389199999,0,0,0,0,0
1760389200000,319.408,319.408,319.408,319.408,0,1760392799999,0,0,0,0,0
1760392800000,319.408,319.408,319.408,319.408,0,1760396399999,0,0,0,0,0
1760396400000,319.408,319.408,319.408,319.408,0,1760399999999,0,0,0,0,0
1760400000000,319.408,319.408,319.408,319.408,0,1760403599999,0,0,0,0,0
1760403600000,319.408,319.408,319.408,319.408,0,1760407199999,0,0,0,0,0
1760407200000,319.408,319.408,319.408,319.408,0,1760410799999,0,0,0,0,0
1760410800000,319.408,319.408,319.408,319.408,0,1760414399999,0,0,0,0,0
1760414400000,319.408,319.408,319.408,319.408,0,1760417999999,0,0,0,0,0
1760418000000,319.408,319.408,319.408,319.408,0,1760421599999,0,0,0,0,0
1760421600000,319.408,319.408,319.408,319.408,0,1760425199999,0,0,0,0,0
1760425200000,319.408,319.408,319.408,319.408,0,1760428799999,0,0,0,0,0
1760428800000,319.408,319.408,319.408,319.408,0,1760432399999,0,0,0,0,0
1760432400000,319.408,319.408,319.408,319.408,0,1760435999999,0,0,0,0,0
1760436000000,319.408,319.408,319.408,319.408,0,1760439599999,0,0,0,0,0
1760439600000,319.408,319.408,319.408,319.408,0,1760443199999,0,0,0,0,0
1760443200000,319.408,319.408,319.408,319.408,0,1760446799999,0,0,0,0,0
1760446800000,319.408,319.408,319.408,319.408,0,1760450399999,0,0,0,0,0
1760450400000,319.408,319.408,319.408,319.408,0,1760453999999,0,0,0,0,0
1760454000000,319.408,319.408,319.408,319.408,0,1760457599999,0,0,0,0,0
1760457600000,319.408,319.408,319.408,319.408,0,1760461199999,0,0,0,0,0
1760461200000,319.408,319.408,319.408,319.408,0,1760464799999,0,0,0,0,0
1760464800000,319.408,319.408,319.408,319.408,0,1760468399999,0,0,0,0,0
1760468400000,319.408,319.408,319.408,319.408,0,1760471999999,0,0,0,0,0
1760472000000,319.408,319.408,319.408,319.408,0,1760475599999,0,0,0,0,0
1760475600000,319.408,319.408,319.408,319.408,0,1760479199999,0,0,0,0,0
1760479200000,319.408,319.408,319.408,319.408,0,1760482799999,0,0,0,0,0
1760482800000,319.408,319.408,319.408,319.408,0,1760486399999,0,0,0,0,0
1760486400000,319.408,319.408,319.408,319.408,0,1760489999999,0,0,0,0,0
1760490000000,319.408,319.408,319.408,319.408,0,1760493599999,0,0,0,0,0
1760493600000,319.408,319.408,319.408,319.408,0,1760497199999,0,0,0,0,0
1760497200000,319.408,319.408,319.408,319.408,0,1760500799999,0,0,0,0,0
1760500800000,319.408,319.408,319.408,319.408,0,1760504399999,0,0,0,0,0
1760504400000,319.408,319.408,319.408,319.408,0,1760507999999,0,0,0,0,0
1760508000000,319.408,319.408,319.408,319.408,0,1760511599999,0,0,0,0,0
1760511600000,319.408,319.408,319.408,319.408,0,1760515199999,0,0,0,0,0
1760515200000,319.408,319.408,319.408,319.408,0,1760518799999,0,0,0,0,0
1760518800000,319.408,319.408,319.408,319.408,0,1760522399999,0,0,0,0,0
1760522400000,319.408,319.408,319.408,319.408,0,1760525999999,0,0,0,0,0
